test_text,retrieval_id,cos_sim,cos_distance,kmeans_label,openai_label
I wanted to learn more about sex,188,0.4871226,0.5128774,1,1
Well been feeling weird lately down there,324,0.39526647,0.6047335,0,0
2024-05-11T20:30:01.445114Z,137,0.2744435,0.7255565,0,0
Is it good to engage in inmate intimacy with a partner during periods,209,0.3826987,0.6173013,0,1
2024-05-05T15:33:02.104997Z,137,0.25905076,0.7409493,0,1
Nko suicidal naeza saidika aje,151,0.5865124,0.4134876,1,1
I would like tips on how to deal with/manage menopause symptoms eg hot flashes and sweating,17,0.41631523,0.5836848,0,1
You are not answering my questions,33,0.321379,0.678621,0,1
How can I proctect myself from HIV/AIDS on dating or even if I'm not dating,61,0.5536962,0.44630378,1,0
"When someone is chewing mogaka before or after finishing the entire process.... when he goes to the wash room he gets some semen coming out of his reproductive system,,,, what could be the problem?",82,0.48611078,0.5138892,1,1
Using saliva as lubricant might cause me to get an infection?,169,0.5102676,0.48973238,1,0
Am suffering from masterbation na nimetry kustop bt nime shindwa what can I do to stop...,143,0.6097667,0.39023328,1,1
Mtu akiwa na mimba ni normal kukuwa discharge mara Kwa mara au Iko na shida,253,0.585029,0.414971,1,0
So how can one abort pregnancy without going to the hospital,73,0.5358856,0.46411443,1,1
Ni ways gani naeza tumia ku prevent pregnancy niki have unprotected sex with my partner apart from P2,46,0.74990964,0.25009036,1,0
"Niko na dem yangu na anakam kunivisit for 2 weeks na staki kutumia CD,kuna njia ingine naeza tumia asipate bol apart from CD na pills",165,0.58954525,0.41045475,1,1
Can I share this number to my girlfriends on whstsapp?,86,0.27814576,0.7218542,0,0
Naweza uliza relationship questions ama,219,0.58551854,0.41448146,1,0
2024-05-30T17:11:01.540440Z,137,0.25321856,0.74678147,0,0
Opportunity hukam once sindio,133,0.4266552,0.5733448,0,1
Mtu anaeza pata ball aki Fanya unprotected sex a day after her periods,320,0.73842317,0.26157683,1,0
"I have never used contraceptive methods since i was born..am 27 now,,,if for example i start to use it now can they affect my health",226,0.6448425,0.3551575,1,0
issue issue issue,47,0.32853732,0.67146266,0,1
Breast fibrio adenoma ni vitu normal?,62,0.557813,0.442187,1,1
Can toilet infection inffect your partner,169,0.50296485,0.49703515,1,0
Why do I feel pain during sex kama dick ya msee ni kubwa and afterwards me hufeel hiyo pain continuasly,53,0.6333259,0.36667413,1,1
WHAT CAN I KNOW ABOUT VAGINAL INFECTIONS,169,0.5195052,0.4804948,1,1
"When someone haves sex for the first time,,then you stay like 5yrs without intercourse and then one tries sex again will one bleed",64,0.5668782,0.4331218,1,1
Kuna venye mimi hujikuta nadai sex and then hiyo ni kitu hufanya mimi ntake kufanya mustarbation nilijuwa nataka mnihelp how i can prevent this situation,168,0.67536217,0.32463783,1,0
Mbona boy child siku hizi tunatengewa sana kwa deals mingi za organization siku hizi,182,0.5906944,0.40930557,1,1
Nitaji relieve aje from stress za ufala🙃,154,0.5904587,0.4095413,1,0
Mnaeza saidia mse na nn,151,0.6265395,0.37346047,1,1
Sometimes I feel abit of discomfort and pain AFTER SEX..what could be wrong,147,0.64405286,0.35594714,1,0
I was asking wat if my friend lied to my boyfriend that i was cheating on him what is the best thing to do,225,0.43252397,0.56747603,0,0
How do I prevent bad odour from the vagina ?,169,0.42104727,0.5789527,0,1
What's are health services,333,0.9605531,0.03944689,1,0
Is it a must mtu a datee,295,0.35606948,0.64393055,0,0
So kwa relationship is flirting with another person taken as cheating on your person,131,0.5129043,0.4870957,1,1
WHo are you,157,0.31750533,0.68249464,0,0
Kuna Friend wngu alxma alimalxa periods sake kw Sunday then Jana akahave sex with his bf bt alnxhw n km anajixhuku hw can she know that before going to any hospital,328,0.5223206,0.47767937,1,1
Can I ask any questions about men....and a lets say naughty questions 😶,336,0.38566953,0.6143305,0,1
2024-05-19T20:22:01.289219Z,137,0.27530724,0.72469276,0,0
Can i get a real partner,306,0.47068343,0.52931654,1,0
How do I deal with a heartbreak,135,0.36883634,0.63116366,0,0
Spots where to hit most in a girl (while having sex),330,0.35502872,0.64497125,0,0
"Good morning, Me naitwa Dan, married for 6 years, have two children. First born is 3½yrs and My 2nd born is 10 months now. My wife fears contraceptives alot because of the purported side effects, and myself on the other hand I fear she might get pregnant again, what type of contraceptive(s)  have less side effects coz I can't risk having unprotected sex plus without contraceptive?",242,0.6695381,0.33046192,1,0
What step should one take when you find urself with an unapologetic partner ?,131,0.36957088,0.63042915,0,0
How can i reduce regular urination,46,0.28289014,0.71710986,0,1
"Nimeulizaa,how to overcome feeling stressed and depressed out of unknown",293,0.4300838,0.5699162,0,1
What makes the vagina of a lady to have a foul smell during sex,120,0.55932784,0.44067216,1,0
Do most long distance relationship work out or,295,0.6896722,0.31032783,1,0
Natakaa mechi🥹😂,210,0.5773409,0.4226591,1,0
What happens on safe days,330,0.3405311,0.6594689,0,1
What's the most important thing in a relationship?,131,0.44723755,0.55276245,0,0
"Thank you , Na ni ukweli they don't like it when someone breaks up with them?",261,0.55375975,0.44624025,1,1
2023-12-16T19:52:01.267800Z,137,0.2616494,0.73835063,0,1
"So yesterday me and My girlfriend broke up and It hurts , can you help me get through this , or advice me, kindly",135,0.3524548,0.6475452,0,1
how can i approach a girl without fear,4,0.25416836,0.7458316,0,0
"Nilikuwa in a relationship with one lady i really did do love her but we had our differences and also its a long distance relationship 😩, Its been two month now but i still feel am strongly attached to her and i can't let go but at the same time i cannot talk to her 😞 so i thought you guys can help me out of this",191,0.53875977,0.46124023,1,1
At what age should one get married?,97,0.6587729,0.3412271,1,1
How do you someone ako into you but ni rare acommunicate juu ako busy,300,0.48895666,0.5110433,1,0
So if your friends keep  on judging you for know reason what can you do,37,0.3917202,0.6082798,0,0
2023-12-31T17:39:01.866379Z,137,0.27311534,0.72688466,0,1
How do I carry out an abortion,73,0.43518344,0.5648166,0,0
Quizzes,333,0.300451,0.69954896,0,1
7,99,0.25272664,0.7472733,0,1
Is it possible usikuwe wet time ya sex?,329,0.57751024,0.42248976,1,0
Kua na body counts 11 ni mbaya,237,0.5053466,0.4946534,1,1
So niko na manzi ..na tumeanza kudate like karibuni but nilimpata ka ako na mutu mwengine akamwacha juu yangu. .unadhani ni red flag,196,0.6544533,0.34554672,1,1
"msee anaweza toa bal ya four months, isipokuwa dawa nini ingine unaweza tumia",151,0.673299,0.326701,1,1
What can I do to enjoy sex more,149,0.62324053,0.37675947,1,0
2024-08-25T20:17:01.679385Z,137,0.28156704,0.71843296,0,0
Why do you support much on girls,25,0.323551,0.676449,0,1
I was asking about the wazzii challenge..,26,0.17948583,0.8205142,0,0
Ntajuaje nko na ball after sex,315,0.65087086,0.34912914,1,0
Nnnmm,210,0.26308239,0.7369176,0,0
Nambie ni njia zipi mtu utapata HIV through unprotected sex kama umehave sex na several people na wako healthy,254,0.78894454,0.21105546,1,1
2023-12-15T09:02:01.301917Z,137,0.28183174,0.71816826,0,0
"Nilihave unprotected sex 12th Dec on Tuesday,, which ilikua my first day of the period,,my periods zikakuja mpaka 15th Dec Friday then ubruptly stopped,, could I be pregnant? NB my periods always come for 5-6 days but after the said incident zilikuja Tu for 3days ama sijui 4",299,0.63484746,0.36515254,1,1
2023-12-24T13:53:01.309053Z,137,0.27285144,0.72714853,0,0
Mtu aneaza pata bf huku sorry 😔 for asking so,257,0.59189534,0.40810466,1,0
Can you help me count my safe days,132,0.344976,0.655024,0,1
Do you feel sperms swim  into the vagina during sex,120,0.5092627,0.49073732,1,0
Naeza pata advice from a therapist tunago through tough time na mpoa wangu na ningependa tusaidiwe,38,0.70033175,0.29966825,1,0
Apart from having sex how else can one tell that a girl is a virgin,233,0.5896516,0.41034842,1,0
Is mustarbation a disease?,143,0.4809009,0.5190991,1,0
I finished my menstruration two weeks ago and now I'm bleeding like there is blood in my vagina.....what could be the problem,200,0.6333978,0.36660218,1,1
Unezawin aje dem mko friends na yeye? But pia yeye anadate...but kuna chemistry,257,0.67705494,0.32294506,1,1
How can an introvert deal with loneliness,4,0.3544241,0.6455759,0,0
Kwa Nini mtu anaweza Toka damu kwa pua moja,48,0.6695724,0.3304276,1,0
2023-12-31T14:24:01.204523Z,137,0.2572611,0.7427389,0,0
Is it ok to eat dark chocolate on your menses,8,0.36883357,0.63116646,0,0
Okey I need someone to help  me mainten my face,232,0.26522854,0.7347715,0,0
Is putting an implant safe??,302,0.604129,0.39587098,1,0
Well Am a christian and am dating a muslim guy he is understanding and very different from all the guys I have dated,263,0.2950974,0.7049026,0,0
What do you think makes a guy to loose interest in a girl just after breaking her virginity.?,45,0.44564193,0.55435807,0,0
What the effect of sex on young people,275,0.53664756,0.46335244,1,1
2,232,0.25382403,0.746176,0,0
"Ok, will proceed later",336,0.26163793,0.7383621,0,1
"So i happen kuhave a thick discharge,irritation,and a not good smell from the discharge from my vagina,i went to the hospital and explained the same and i was given drugs that I didn't see changes then I went the second time and was given a different drug bt still no changes,can you prescribe me another drug or what should I do",82,0.51977944,0.48022056,1,1
Changing partners can it affect family planning,226,0.50721747,0.49278253,1,1
Masterbation,133,0.566094,0.43390602,1,1
How do I stop masturbation??,143,0.5102652,0.48973483,1,0
Nitajuaje Chali yangu ameridhika na sex,336,0.7274372,0.2725628,1,1
I have never been lucky in relationships like for now  l have been dating someone since 2016 and we have never met .But in 2021 l was in a relationship with  someone else but we broke up na bado sijaheal .This person that l have never met nilimushow anitumie transport na alisema anatuma and lam still waiting.what can l do,141,0.59004843,0.40995157,1,0
I was asking how to cope up with virginal hygiene,5,0.43384874,0.56615126,0,1
How to show love to my babe without sex?,329,0.37447324,0.6255268,0,0
Home remedies to keep me long lasting in bed,149,0.4715575,0.5284425,1,0
Kuna mrembo ameniitia mechi 🥵 and it's my first time guide me on this😅,1,0.50915974,0.49084026,1,0
2023-10-12T10:06:01.268765Z,137,0.25289917,0.74710083,0,0
Nauliza msee akimeza p2 mara mbili same month kuna shida,137,0.56041515,0.43958485,1,0
"I took p2 on Monday, upto date naskia kisunzi, breast tenderness what might be the problem",250,0.5225324,0.4774676,1,0
What's your take on sex?,97,0.5465426,0.45345742,1,0
How can i stop musterbation,143,0.553836,0.446164,1,0
1. Yes,232,0.32708365,0.67291635,0,1
2024-04-24T21:33:01.226732Z,137,0.2860484,0.7139516,0,0
issue,47,0.3717449,0.6282551,0,1
Does red flags change to green flags ?,103,0.22547829,0.7745217,0,0
Kuna dem rafiki yangu anabrag kujuwa beshte yangu Chali na hajui Mimi na huyo Chali tuna smash but ananiboo akibrag kumjua as if she's the center of attention. naskia nimwambie we have a thing going on na chenye anabrag kujua kuhusu huyu Chali I already know it but nivile tu we are not in a serious relationship so Sina right ya kuwa enraged..what should I do?!,252,0.61382914,0.38617086,1,1
"like for now,,, I feel to Have sex",329,0.54734695,0.45265305,1,1
Here it is,157,0.23015998,0.76984,0,1
Mm Ni na shinda ya kunyonga nitafanya aje niwaje kufanya hivyo.,11,0.69521564,0.30478436,1,0
How to relieve body pain during pregnancy,256,0.52784353,0.47215647,1,0
Are you good na sku yako imekua aje,151,0.588312,0.41168803,1,0
by,224,0.23938024,0.76061976,0,1
K,323,0.29293862,0.7070614,0,1
I have a girlfriend and tukiongea kwa phone she takes time to reply..What might be the reason?,258,0.5007715,0.49922848,1,0
I want to get my love back,135,0.4635331,0.5364669,1,0
Baada ya mtu kupata hedhi zake anaweza kuwa safe days gani,138,0.6178546,0.3821454,1,1
2023-09-16T20:28:01.412871Z,137,0.2816286,0.7183714,0,0
How would you know that a guy is using you for sex?,277,0.47674394,0.52325606,1,1
What causes painful penetration?,76,0.53271365,0.46728635,1,0
I have question about HIV,164,0.680869,0.31913102,1,1
Am starting to loose feelings for my boyfriend wattt should I do,191,0.38127103,0.618729,0,0
Is it bad dem kutumia p2 kujiprotect from pregnancy?,26,0.62184817,0.37815183,1,1
"I am not sexual active, andi don't feel the need is it normal?",230,0.45378312,0.54621685,0,0
Mtu anaezaexperience implantation the same day periods zake zinafaa kukam,128,0.6343172,0.36568278,1,1
How long should a 19 year old guy penis be...,97,0.37224767,0.6277523,0,0
Does emergency pill work depending on your ovulation days,226,0.4769801,0.5230199,1,1
Yuo,270,0.306233,0.693767,0,1
N uliza kama uko single,273,0.4953388,0.5046612,1,0
Safe days,330,0.3773139,0.6226861,0,1
2024-05-06T12:28:02.449479Z,137,0.2621591,0.7378409,0,0
Like 5 months ago I had a UTI which I didn't know so I took painkillers... then ikapotea ... ikarudi Tena I took antibiotics then ikapotea ...ikarudi Tena and I took antibiotics like three times ...ikausha since then been having a discharge whitish with some smell sometimes but sometimes Haina na inatoka only during the day ...so I took dawa ya yeast infection ya kuinsert na ikatulia for a day then ikarudi Tena ...what should I do?,42,0.60909337,0.39090663,1,1
Is it good to have friends with benefits? Juu like currently am not dating but sometimes i feel i need a man for sexual desires,118,0.4188796,0.5811204,0,0
Yup!,203,0.2900519,0.70994806,0,1
2023-12-04T20:21:01.278594Z,137,0.27013993,0.72986007,0,0
"Niko at the age of 23 na mother of one boy,,I walked away from my marriage last year ju mtu wangu alikuwa na hasira sana so I have been single for one year,,sai na feel nataka sex na cna adi boyfriend",54,0.6578172,0.34218282,1,1
2023-11-23T18:49:04.197333Z,137,0.2720213,0.7279787,0,0
How do you handle Social Media pressure,154,0.30780333,0.69219667,0,0
Is it true that having sex in a relationship is a factor and that if one is ready to date they should be ready for sex,79,0.40046555,0.59953445,0,1
"I am having a situationship with this certain guy,he doesn't want to date me but he doesn't want me to leave him either. What should I do?",300,0.33642572,0.6635743,0,0
Like Niko 18 years but nadai kuengage in sex but naogopa .,270,0.59919906,0.40080094,1,1
So l period ziliisha Jana na same Jana had sex so naeza pata ball ?,315,0.6074276,0.3925724,1,1
2024-03-01T07:40:01.350490Z,137,0.27067643,0.72932357,0,0
2023-12-13T19:06:01.229356Z,137,0.2639,0.73609996,0,0
2023-12-20T10:40:01.774472Z,137,0.26316723,0.73683274,0,0
ukiambia msee uko na ball na abehave like ni kama ataki utadu,331,0.75987023,0.24012977,1,1
Thank you so much for helping me yesterday❤️,236,0.30867568,0.69132435,0,1
Why does it itch after sex but after some time inaisha,200,0.45721224,0.5427878,0,0
Kwa nini periods zangu ni light sana,62,0.5991764,0.4008236,1,1
𝐂𝐚𝐧 𝐢 𝐠𝐞𝐭 𝐦𝐨𝐫𝐞 𝐢𝐧𝐟𝐨 𝐤𝐮𝐡𝐮𝐬𝐮 𝐒𝐓𝐈,168,0.37586948,0.6241305,0,0
How would I know that I'm fertile again after an abortion?,226,0.42179403,0.57820594,0,1
"So I got pregnant around October hapo but sikua na capability ya kukeep mtoto so I aborted it , Then 22nd November I went kueka contraceptive hio ya depo (three months) , But right now nko expectant tena so is it safe nkitoa?",242,0.68037826,0.31962174,1,1
