text,prediction
Nkona mpoa... I am supposed to be going job next year.. job ya majuu I really love my man .... we discussed about it akadai mih nifocus na dream yangu .... is he real ama si mse mfitti... ?? Ama ananiambia niende ndo apate dem mwingine?,0
2023-10-18T04:54:01.407416Z,1
Is it normal for cramps to come a week before unyeshe,1
I don't have any other questions,0
Tips of feminine hygiene,0
Okay,0
What are the early signs of pregnancy,0
"I want relationship advice on making friends, I barely have a friend",0
White virginal discharge inaweza kua ni yeast infection ama I'm normal,0
2023-09-22T17:39:01.324820Z,0
Is abortion safe of any month,0
What happens nikikaa sana mbila kuhave sex,1
"I just had sex and I consented to it..., Am supposed to receive my periods in five days and am worried he had his ejaculation in me",0
How to control irregular periods,1
So yesterday when I was with my boyfriend at night a girl called and I heard her asking him where he was which got me irritated so I was asking if I overreacted or it's normal to get irritated at such things,1
"I'm 23 years and I have been having unprotected sex during safe days since 2020 I have never been pregnant, is there something wrong?",1
How can I stop masturbating?,1
"I love this man who has another lady but he claims that he wants me yet he still finds it hard to choose between me and the other lady, he is afraid of losing us both. What should i do?  Should i leave or should i give him time?",0
2024-03-01T06:24:01.437707Z,1
"1st time sex huwa aje?, If all of you consent to it, but way forward ndio nomaa...",0
Which is the best contraceptive to use,1
2024-03-17T07:08:01.675080Z,0
2023-11-24T23:07:01.487174Z,0
"Well of late i have been feeling kinda low i am.having signs of depression 1. Bouts of anger 2. Bouts of calmness 3. Depressing mood 4. I dont feel like doing anything at all nko tu 5. Yesterday i had suicidal thoughts , I feel like not everything is going well ktu nategea tu ni grad but pia after that what next , Please help",0
Is having sex bad,0
For a healthy sex exercise boy normal anafaa kuenda shoti ngapi?,0
Yup!,0
"I’ve been experiencing pain during penetration even when using a tampon for the past 2 years and Every time nimeenda hosi na wamenifanyia all tests including papsmear inapatikana I am okay. , , I went yesterday to Mariestopes na wakanishow maybe the pain is in my head, What should I do?",0
Ok my periods are somehow abnormal in way that am bleeding and blood clots in black come out,0
How to deal with kudaydream,1
What happens to my case when i always release early,0
2023-12-10T19:11:01.341192Z,1
Ni kuhusu love and relationships,0
Na experience vitu funny kwa private part yangu....like napata harufu yenye si ya kawaida and discharge pia c ya kawaida aki...then i bleed after sex....shida inaweza kua nini??,1
Is it healthier to do it raw with your loyal partner,1
Msee anafaa kutake EC pills mara ngapi kwa mwaka ?,1
2023-11-30T14:08:01.562080Z,0
Signs za pregnancy za day 1 one ni gani,0
Is it true it's very rare kushika ball on your first time to have sex,0
I've been using depo na ikaexpire Soo was asking ive been sleeping with my man neza kua pregnant despite depos delays,1
2023-12-09T12:17:01.392271Z,1
lazima,0
"Nilipata a female condom juzi,na Niko Abit scared kutumia juu Inakaa scary kuingiza,plus Niko inexperienced,how should I go about it",0
there is this girl nilimrizz akakubali but alikua na boy mwenye walidate for 7months..so two Weeks of us talking wakaachana but mi sikua sababu yao kuachana after that uyo dem amekua so cold na hataki mambo yangu,1
What makes breast sometimes to be tight others time zinakuwa loose,0
How do I stop fearing having sex ..I want to have sex .I am still a virgin,1
"Like a baby gal,,, like unapendezwa na jamaa, unampenda but hamjaiongea na unashinda kumfikiria... What should you do?",0
What can I do to make my tummy small,1
3,0
What is Depo Provera?,1
How do you know you are loosing feelings,0
Is masturbation a healthy habit,1
Should I always be the one apologizing after an argument ata Kama si fault yangu,0
Which pill can prevent pregnancy after unprotected sex,1
kwanini huwa naumia during sex and after like two days after sex nawashwa na pu**y,1
Utajuaje unampenda mtu na huyo ndiye unataka kumdate?,0
Jinsi ya kuomka,1
wazzi,0
"Mimi ni virgin ,,my boyfriend says am not going to be good in bed in future . What should I do? Give in ? Nipate experience. Or?",1
Does condom usually burst when it's got hoter in sex action,0
"This year I had plans on dating but everytime I start vibing with a guy so closely  ,,I find myself to start retreating from emotions and I start loosing interest hence leaving the guy wondering if he has done or said anything wrong when he notices the vibe is starting to get off ,,,I don't know if its the fear of been heartbroken coz I really don't like heartbreaks  or maybe I am not able to love someone as it should  because I have so much to first prioritize hence finding it difficult to multitask dating and my studies ,,please advise",1
How long should sex last? The round one😹,0
So... It's my periods... They have been stressing me out lately... Rn I'm on my 50th day kwa cycle... And that's not normal... Plus I already went for a pregnancy test and sti screening... I don't know what to do...Also... I wanted to start using contraceptives... Is it advisable following my issuem,1
Nimeachwa nifanye?,0
"If a woman's sexual organs produces on an odour, what might be the problem. During, before or after sex",0
"My boyfriend's friends hawanipendi,what should I do?",1
blablabla,0
P2 hutumika after or before sex,1
Bana ebu define biology,1
At what age is it suitable to start dating,0
Do u answer about health issues or something,0
2023-11-27T16:08:01.346533Z,0
"Hello! Can I get more info on this?

Hello wazazi.  Got you from ig. Kindly advice me. I had implant contraceptive ya 5yrs on my arm n nmekaa nayo for 1 year only. Niliitoa this year on June 1st. Till now sijapata ball.  What could be the problem?",1
Advantages of having sex,1
Give me tips on relationships,0
How to know if your partner is cheating,1
Nimekawia kunyesha na sijai have sex,0
How can I make my ex get back with me,1
I was asking if pia mnasupport talents 😁,1
2024-05-08T14:35:01.341595Z,1
2023-11-23T17:57:01.834449Z,0
by,1
2023-12-07T10:08:01.419581Z,0
Ukitaka kukatia dem unaanza aje sasa,1
Why does one have a heavy discharge after sex especially if the guy doesn't pull out .... Is it normal? How do I deal with the discharge,1
Unaweza ni help kuget mumamaz?,0
Is it right for a male gender to be a virgin till a marry ama ni mbaya ju maybe madem wengine hu preffer mtu at least akona experience kidogo?,1
Ok naumwa na mgongo for 3 years,0
2023-12-02T13:14:01.230546Z,0
If you realize you are pregnant for your boyfriend and you tell him about it but he doesn't respond to the text or the call ...what should a person do on such a situation,1
How does masterbation start na msee anaweza  acha aje,1
Can someone be circumcised for the second time even after 10 years,1
Akimwaga inje what if amwage karibu na pussy naeza pata ball,0
"Kuna msee ni mskinny na anakula poa what can be the problem,like mwili hainoni at all",0
Is there any effect of you take p2lile twice,0
Why does someone feel sleepy after having sex,0
2024-11-28T18:55:01.232289Z,0
Dreams stands for,1
Naeza jua more of njia za kupangwa uzazi,1
I love my boyfriend but sipendi sex yake ..what should I do,1
2023-11-18T09:57:01.537440Z,0
2024-01-19T06:08:01.446210Z,0
due,1
Can i use insurance to get family planning,0
"Kuna place ufika  an after pill inakuaffect  maybe in future?,,, n how much is too much morning after pill",0
How to fuck  a  lady,0
Tukihave sex n my babe mm hudry haraka wat can I do about it,1
How to ensure a relationship last long as a guy?,0
2023-12-23T22:04:01.190922Z,0
Masturbating ni mbaya Kwa Dem nko addicted,1
"How effective is iud implant and how does it work, and how much does it costs?",1
2024-08-29T19:22:01.660648Z,0
Some options to grow my sex and relationship,1
Na kuna effect yeyote uweke fp na ujawai doz na partner wako like Mimi since ni weke hiyo FP sijawai date my partner any problem,1
Is it possible to get UTIs immediately after sex,0
"What do you do when you feel like everyone doesn't want you in your life... starting from your parents,friends and even boyfriend?",0
Niko 13 yrs na nikaa nko na ball,0
What can one do akipata akona ball na hadai kulea,0
mbonaa madem unapataa anajuaa umesmarsh na mtu mwingine na anataka kujaa na wewee amaa she is planning 🌚🤣🤣,0
What do you think if my partner keeps taking about the future with me but when slightly inconvenienced he says he can replace me,0
Is it good to meditate? Like daily as a mind routine ?,0
How can I know that am fertilile?,0
What contraceptive method should i use having that I'm 22yr old never had a baby before,1
family planning Ii ya kudungwa 3 months,1
I want to know about the arm implant,1
2,0
Nimeogopa kwa kua inaweza kuwa nimeafected na one of the STI diseases and I don't know because am sensing the signs i need help from you please.,1
What should I do when I have intense menstrual cramps,1
Hio,0
Are backaches connected to sexual intercourse,1
How many times should I have sex in a month,1
Have missed my periods for the last three months,1
Dem anafaa kuanza sex akiwa how old ??,0
am a porn addict and mastrubation..how can I stop this behaviour?,0
Which kind of STI do one get through fingering?,1
How can I be a member at Wazzii and help other people through this platform,0
Can you get pregnant if you break your virginity before starting your menstruation and you first time was unprotected sex,1
Why do I always feel so much sexually alert when on periods?,1
2023-11-19T15:06:01.171356Z,0
Nikuulize p2 inaeza fanya periods zikam faster more than expected,1
I had sex on 16 June took emergency pills same day and I was to ovulate on 17.periods zangu zinfandel kuanza between jana na kesho.sasa nauliza niko safe ama nikona ball,1
2023-12-28T16:34:01.706002Z,0
What does discharge ya yellow and look more like a york indicate bt it is not smelly,1
lazima,1
2024-05-10T22:08:01.426256Z,0
I have 2 masses in my right breast,0
There's this guy ..his head over heels for me en we've talking for a while now 2 months already and I've really gotten fond of him en his willing to do anything for me but then I like tall guys en he aint en when I told him about it ..I like hurt him so bad that I can't stop feeling bad about it I feel like giving it a chance but then I can't introduce him to my friends coz najua they wont like him en ata sijui wat to do but I every guy napata ananitaka c  as I physically would want them to be  am so tired of searching sasa,1
Do you deal with mental health too,1
Wazzi only deals with ladies,1
I don't get my Peri ods on time why,0
3.QUIZ,1
Ni normal kupata an orange discharge a day before period.? And is it okay if it smells like old blood,1
2023-11-09T19:03:02.539137Z,0
2023-12-01T06:43:01.189199Z,0
Okay ...so why is it that when you are dating ...sex is an obvious thing that should happen ?,0
I met this girl na we have had sex four times and the since she wants to relocate anadai mechi ingine and she wants it in a loudge....for me i feel uncomfortable since we had a disagreement before she requested to have sex before she relocates...how do i get rid of her since she seems to be up to something,1
Benefits of sex,1
Mnaeza tumia mtu private part,1
must a break up hurt ama inaeza kua to normal?,0
I'm still waiting for an answer about my previous question,0
Which family planning is best for a breastfeeding mum,0
"So I have this guy he has been my friend for like a year na akona Dem but the start of this year he came to me complaining about his relationship and I was there to listen to him ,,he used to live with the girl but I advised him to ask her to go back to her house,,,later the guy changed towards me it's like he wanted to spend all the time with me and we finally had sex and to some point started acting like we are lovers , But now he just told the girl that he needs some break from their relationship and never talked of a breakup .The guy is rich and the girl never seems to be leaving him and now they seem to be close again and when I ask his plan he says that I should wait things gonna one day work to my favour . , Believe me I have fallen for this guy and he is into me though I don't know whether he could be pretending. I want him all for myself what should I do",1
